date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2002-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,175.92,1.54
2002-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,150.18,1.31
2002-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,155.61,1.36
2002-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,196.87,1.72
2002-01-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,146.95,1.29
2002-01-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,141.5,1.24
2002-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,169.76,1.42
2002-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,148.54,1.24
2002-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,381.97,3.19
2002-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,201.59,1.68
2002-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,175,1.5
2002-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,361.11,3.09
2002-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,172.22,1.47
2002-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,233.33,1.99
2002-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,171.25,1.46
2002-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,345.36,2.95
2002-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,174.02,1.49
2002-04-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,190.22,1.67
2002-04-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,184.78,1.62
2002-04-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,244.57,2.14
2002-04-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,188.37,1.65
2002-04-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,189.76,1.66
2002-04-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,357.34,3.13
2002-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,208.67,1.83
2002-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,195.12,1.71
2002-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,349.59,3.06
2002-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,195.12,1.71
2002-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,242.53,2.12
2002-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,189.04,1.66
2002-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,353.53,3.1
2002-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,419.14,3.67
2002-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,222.26,1.9
2002-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,306.89,2.62
2002-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,212.99,1.82
2002-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,269.88,2.31
2002-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,187.82,1.61
2002-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,193.11,1.65
2002-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,343.93,2.94
2002-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,191.8,1.64
2002-07-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,233.48,1.93
2002-07-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,294.45,2.43
2002-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,231.71,1.91
2002-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,345.1,2.85
2002-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,406.29,3.36
2002-08-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,276.85,2.15
2002-08-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,322.14,2.5
2002-08-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,372.76,2.89
2002-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,135.46,1.05
2002-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,141.68,1.1
2002-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,288.51,2.23
2002-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,163.37,1.26
2002-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,171.56,1.33
2002-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,133.06,1.03
2002-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,129.37,1
2002-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,266.19,2.06
2002-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,130.61,1.01
2002-10-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,112.5,0.89
2002-10-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,120,0.94
2002-10-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,130,1.02
2002-10-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,157.5,1.24
2002-10-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,102.29,0.81
2002-10-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,101.47,0.8
2002-10-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,207.85,1.64
2002-10-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,103.11,0.81
2002-10-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,181.64,1.43
2002-11-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,324,2.54
2002-11-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,100,0.78
2002-11-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,150,1.18
2002-11-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,85,0.67
2002-11-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,97.75,0.77
2002-11-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,97.38,0.76
2002-11-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,210.98,1.65
2002-11-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,100.76,0.79
2002-11-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,127.36,1
2002-12-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,110.01,0.85
2002-12-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,125.92,0.97
2002-12-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,277.64,2.14
2002-12-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,100.16,0.77
2002-12-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,169.65,1.31
2002-12-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,114.23,0.88
2002-12-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,125.28,0.96
2002-12-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,314.52,2.42
2002-12-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,93.34,0.72
2002-12-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,135.09,1.04
2002-12-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,103.49,0.8
2002-12-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,100.7,0.78
2002-12-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,210.07,1.62
2002-12-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,pulses and nuts,Beans (niebe),120,KG,actual,Wholesale,NGN,112.36,0.86
2003-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,109.05,0.87
2003-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,120.35,0.96
2003-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,232.54,1.85
2003-01-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,136.06,1.08
2003-01-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,323.83,2.57
2003-01-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,113.95,0.9
2003-01-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,210.76,1.67
2003-01-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,115.21,0.91
2003-02-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,130.5,1.01
2003-02-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,120,0.93
2003-02-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,102.5,0.8
2003-02-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,164.75,1.28
2003-02-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,103.86,0.81
2003-02-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,129.65,1.01
2003-02-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,110.56,0.86
2003-02-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,118.21,0.92
2003-02-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,122.36,0.95
2003-02-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,244.89,1.9
2003-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,99.12,0.77
2003-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,116.89,0.9
2003-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,220.52,1.7
2003-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,92.83,0.72
2003-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,279.08,2.16
2003-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,97.84,0.76
2003-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,128.15,0.99
2003-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,320.26,2.48
2003-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,102.41,0.79
2003-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,110.36,0.85
2003-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,114.96,0.89
2003-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,211.47,1.63
2003-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,114.96,0.89
2003-04-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,97.4,0.74
2003-04-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,186.94,1.43
2003-04-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,104.74,0.8
2003-04-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,112.62,0.86
2003-05-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,111.2,0.86
2003-05-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,111.2,0.86
2003-05-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,129.19,1
2003-05-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,93.37,0.72
2003-05-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,187.71,1.45
2003-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,104.46,0.81
2003-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,108.77,0.84
2003-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,284.5,2.19
2003-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,109.22,0.84
2003-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,181.36,1.4
2003-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,118.65,0.9
2003-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,240.44,1.83
2003-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,85.81,0.65
2003-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,84.53,0.64
2003-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,114.89,0.88
2003-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,283.16,2.16
2003-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,75.58,0.58
2003-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,178.52,1.36
2003-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,99.3,0.76
2003-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,107.83,0.82
2003-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,320.21,2.44
2003-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,179.34,1.37
2003-07-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,99.1,0.77
2003-07-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,70.35,0.54
2003-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,91.15,0.7
2003-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,316.85,2.45
2003-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,91.15,0.7
2003-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,172.76,1.33
2003-08-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,96.48,0.75
2003-08-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,2500,19.38
2003-08-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,70.15,0.54
2003-08-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,226.33,1.75
2003-08-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,64.84,0.5
2003-08-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,174.29,1.35
2003-08-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,76.72,0.59
2003-08-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,83.15,0.64
2003-08-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,82.6,0.64
2003-08-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,149.27,1.16
2003-09-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,2500,19.13
2003-09-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Millet,73,100 KG,actual,Wholesale,NGN,2500,19.13
2003-09-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Sorghum (white),135,100 KG,actual,Wholesale,NGN,1800,13.77
2003-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,96.51,0.74
2003-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,276.01,2.11
2003-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,74.64,0.57
2003-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,158.87,1.22
2003-09-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,88.38,0.68
2003-09-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,84.13,0.64
2003-09-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,216.19,1.65
2003-09-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,170.4,1.3
2003-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,75.87,0.58
2003-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,213.95,1.64
2003-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Sorghum,65,KG,actual,Wholesale,NGN,75.87,0.58
2003-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Wheat,84,KG,actual,Wholesale,NGN,125.42,0.96
2003-10-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,2500,18.75
2003-10-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Millet,73,100 KG,actual,Wholesale,NGN,2500,18.75
2003-10-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,75.67,0.57
2003-10-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Millet,73,KG,actual,Wholesale,NGN,78.6,0.59
